event,time
mouse_move,2026-04-11 16:21:46.324061
mouse_move,2026-04-11 16:21:46.331287
mouse_move,2026-04-11 16:21:46.338534
mouse_move,2026-04-11 16:21:46.345327
mouse_move,2026-04-11 16:21:46.352467
mouse_move,2026-04-11 16:21:46.358987
mouse_move,2026-04-11 16:21:46.366074
mouse_move,2026-04-11 16:21:46.373515
mouse_move,2026-04-11 16:21:46.380953
mouse_move,2026-04-11 16:21:46.387689
mouse_move,2026-04-11 16:21:46.394414
mouse_move,2026-04-11 16:21:46.401485
mouse_move,2026-04-11 16:21:46.408373
mouse_move,2026-04-11 16:21:46.415650
mouse_move,2026-04-11 16:21:46.450377
mouse_move,2026-04-11 16:21:46.472128
mouse_move,2026-04-11 16:21:46.478920
mouse_move,2026-04-11 16:21:46.485954
mouse_move,2026-04-11 16:21:46.492575
mouse_move,2026-04-11 16:21:46.499763
mouse_move,2026-04-11 16:21:46.507230
mouse_move,2026-04-11 16:21:46.513288
mouse_move,2026-04-11 16:21:46.521377
mouse_move,2026-04-11 16:21:46.528160
mouse_move,2026-04-11 16:21:46.535163
mouse_move,2026-04-11 16:21:46.542043
mouse_move,2026-04-11 16:21:46.549719
mouse_move,2026-04-11 16:21:46.556385
mouse_move,2026-04-11 16:21:46.563684
mouse_move,2026-04-11 16:21:46.570186
mouse_move,2026-04-11 16:21:46.576942
mouse_move,2026-04-11 16:21:46.584398
mouse_move,2026-04-11 16:21:46.591828
mouse_move,2026-04-11 16:21:46.598431
mouse_move,2026-04-11 16:21:46.605648
mouse_move,2026-04-11 16:21:46.612517
mouse_move,2026-04-11 16:21:46.619233
mouse_move,2026-04-11 16:21:46.625986
mouse_move,2026-04-11 16:21:46.633322
mouse_move,2026-04-11 16:21:46.640581
mouse_move,2026-04-11 16:21:46.647801
mouse_move,2026-04-11 16:21:46.654136
mouse_move,2026-04-11 16:21:46.661566
mouse_move,2026-04-11 16:21:46.669038
mouse_move,2026-04-11 16:21:46.675757
mouse_move,2026-04-11 16:21:46.682780
mouse_move,2026-04-11 16:21:46.690119
mouse_move,2026-04-11 16:21:46.697113
mouse_move,2026-04-11 16:21:46.704276
mouse_move,2026-04-11 16:21:46.711030
mouse_move,2026-04-11 16:21:46.717899
mouse_move,2026-04-11 16:21:46.724934
mouse_move,2026-04-11 16:21:46.731555
mouse_move,2026-04-11 16:21:46.738430
mouse_move,2026-04-11 16:21:46.745569
mouse_move,2026-04-11 16:21:46.753110
mouse_move,2026-04-11 16:21:46.759454
mouse_move,2026-04-11 16:21:46.767198
mouse_move,2026-04-11 16:21:46.774402
mouse_move,2026-04-11 16:21:46.781074
mouse_move,2026-04-11 16:21:46.788011
mouse_move,2026-04-11 16:21:46.795199
mouse_move,2026-04-11 16:21:46.801549
mouse_move,2026-04-11 16:21:46.808798
mouse_move,2026-04-11 16:21:46.816336
mouse_move,2026-04-11 16:21:46.823019
mouse_move,2026-04-11 16:21:46.830048
mouse_move,2026-04-11 16:21:46.836949
mouse_move,2026-04-11 16:21:46.844061
mouse_move,2026-04-11 16:21:46.851537
mouse_move,2026-04-11 16:21:46.858032
mouse_move,2026-04-11 16:21:46.865161
mouse_move,2026-04-11 16:21:46.871669
mouse_move,2026-04-11 16:21:46.879030
mouse_move,2026-04-11 16:21:46.886100
mouse_move,2026-04-11 16:21:46.892677
mouse_move,2026-04-11 16:21:46.899972
mouse_move,2026-04-11 16:21:46.907118
mouse_move,2026-04-11 16:21:46.914194
mouse_move,2026-04-11 16:21:46.919243
mouse_move,2026-04-11 16:21:47.195632
mouse_move,2026-04-11 16:21:47.202730
mouse_move,2026-04-11 16:21:47.209036
mouse_move,2026-04-11 16:21:47.216569
mouse_move,2026-04-11 16:21:47.223384
mouse_move,2026-04-11 16:21:47.230526
mouse_move,2026-04-11 16:21:47.237775
mouse_move,2026-04-11 16:21:47.244390
mouse_move,2026-04-11 16:21:47.251339
mouse_move,2026-04-11 16:21:47.258428
mouse_move,2026-04-11 16:21:47.265627
mouse_move,2026-04-11 16:21:47.272882
mouse_move,2026-04-11 16:21:47.279349
mouse_move,2026-04-11 16:21:47.286572
mouse_move,2026-04-11 16:21:47.293862
mouse_move,2026-04-11 16:21:47.300825
mouse_move,2026-04-11 16:21:47.307585
mouse_move,2026-04-11 16:21:47.314942
mouse_move,2026-04-11 16:21:47.322109
mouse_move,2026-04-11 16:21:47.328570
mouse_move,2026-04-11 16:21:47.336030
mouse_move,2026-04-11 16:21:47.342326
mouse_move,2026-04-11 16:21:47.350179
mouse_move,2026-04-11 16:21:47.356712
mouse_move,2026-04-11 16:21:47.364096
mouse_move,2026-04-11 16:21:47.370638
mouse_move,2026-04-11 16:21:47.377446
mouse_move,2026-04-11 16:21:47.385236
mouse_move,2026-04-11 16:21:47.392092
mouse_move,2026-04-11 16:21:47.399232
mouse_move,2026-04-11 16:21:47.405834
mouse_move,2026-04-11 16:21:47.412889
mouse_move,2026-04-11 16:21:47.420007
mouse_move,2026-04-11 16:21:47.426495
mouse_move,2026-04-11 16:21:47.434483
mouse_move,2026-04-11 16:21:47.441278
mouse_move,2026-04-11 16:21:47.448520
mouse_move,2026-04-11 16:21:47.455281
mouse_move,2026-04-11 16:21:47.461822
mouse_move,2026-04-11 16:21:47.468665
mouse_move,2026-04-11 16:21:47.475663
mouse_move,2026-04-11 16:21:47.482545
mouse_move,2026-04-11 16:21:47.489619
mouse_move,2026-04-11 16:21:47.497529
mouse_move,2026-04-11 16:21:47.504162
mouse_move,2026-04-11 16:21:47.511176
mouse_move,2026-04-11 16:21:47.517801
mouse_move,2026-04-11 16:21:47.525132
mouse_move,2026-04-11 16:21:47.532223
mouse_move,2026-04-11 16:21:47.539506
mouse_move,2026-04-11 16:21:47.546514
mouse_move,2026-04-11 16:21:47.553253
mouse_move,2026-04-11 16:21:47.560117
mouse_move,2026-04-11 16:21:47.567086
mouse_move,2026-04-11 16:21:47.574055
mouse_move,2026-04-11 16:21:47.581160
mouse_move,2026-04-11 16:21:47.587957
mouse_move,2026-04-11 16:21:47.594798
mouse_move,2026-04-11 16:21:47.601864
mouse_move,2026-04-11 16:21:47.609101
mouse_move,2026-04-11 16:21:47.616097
mouse_move,2026-04-11 16:21:47.623042
mouse_move,2026-04-11 16:21:47.629984
mouse_move,2026-04-11 16:21:47.637144
mouse_move,2026-04-11 16:21:47.644313
mouse_move,2026-04-11 16:21:47.651289
mouse_move,2026-04-11 16:21:47.658414
mouse_move,2026-04-11 16:21:47.665331
mouse_move,2026-04-11 16:21:47.672366
mouse_move,2026-04-11 16:21:47.679065
mouse_move,2026-04-11 16:21:47.686548
mouse_move,2026-04-11 16:21:47.692927
mouse_move,2026-04-11 16:21:47.700186
mouse_move,2026-04-11 16:21:47.707702
mouse_move,2026-04-11 16:21:47.714357
mouse_move,2026-04-11 16:21:47.742759
mouse_move,2026-04-11 16:21:47.757401
mouse_move,2026-04-11 16:21:47.763976
mouse_move,2026-04-11 16:21:48.031135
mouse_move,2026-04-11 16:21:48.037795
mouse_move,2026-04-11 16:21:48.044482
mouse_move,2026-04-11 16:21:48.051902
mouse_move,2026-04-11 16:21:48.058728
mouse_move,2026-04-11 16:21:48.065269
mouse_move,2026-04-11 16:21:48.073456
mouse_move,2026-04-11 16:21:48.079708
mouse_move,2026-04-11 16:21:48.087051
mouse_move,2026-04-11 16:21:48.093620
mouse_move,2026-04-11 16:21:48.101353
mouse_move,2026-04-11 16:21:48.108671
mouse_move,2026-04-11 16:21:48.115365
mouse_move,2026-04-11 16:21:48.122718
mouse_move,2026-04-11 16:21:48.129083
mouse_move,2026-04-11 16:21:48.136234
mouse_move,2026-04-11 16:21:48.142754
mouse_move,2026-04-11 16:21:48.148416
mouse_move,2026-04-11 16:21:49.963361
mouse_move,2026-04-11 16:21:49.969947
mouse_move,2026-04-11 16:21:49.977039
mouse_move,2026-04-11 16:21:49.983570
mouse_move,2026-04-11 16:21:49.991105
mouse_move,2026-04-11 16:21:49.998102
mouse_move,2026-04-11 16:21:50.005331
mouse_move,2026-04-11 16:21:50.011775
mouse_move,2026-04-11 16:21:50.018980
mouse_move,2026-04-11 16:21:50.025694
mouse_move,2026-04-11 16:21:50.033411
mouse_move,2026-04-11 16:21:50.040102
mouse_move,2026-04-11 16:21:50.047650
mouse_move,2026-04-11 16:21:50.054259
mouse_move,2026-04-11 16:21:50.061519
mouse_move,2026-04-11 16:21:50.068307
mouse_move,2026-04-11 16:21:50.075373
mouse_move,2026-04-11 16:21:50.082442
mouse_move,2026-04-11 16:21:50.089708
mouse_move,2026-04-11 16:21:50.096533
mouse_move,2026-04-11 16:21:50.103406
mouse_move,2026-04-11 16:21:50.109870
mouse_move,2026-04-11 16:21:50.117632
mouse_move,2026-04-11 16:21:50.124312
mouse_move,2026-04-11 16:21:50.131748
mouse_move,2026-04-11 16:21:50.138418
mouse_move,2026-04-11 16:21:50.145203
mouse_move,2026-04-11 16:21:50.152489
mouse_move,2026-04-11 16:21:50.159508
mouse_move,2026-04-11 16:21:50.166590
mouse_move,2026-04-11 16:21:50.173778
mouse_move,2026-04-11 16:21:50.258423
mouse_move,2026-04-11 16:21:50.265284
mouse_move,2026-04-11 16:21:50.278695
mouse_move,2026-04-11 16:21:50.286048
mouse_move,2026-04-11 16:21:50.292337
mouse_move,2026-04-11 16:21:50.299722
mouse_move,2026-04-11 16:21:50.306806
mouse_move,2026-04-11 16:21:50.314303
mouse_move,2026-04-11 16:21:50.321063
mouse_move,2026-04-11 16:21:50.328003
mouse_move,2026-04-11 16:21:50.335006
mouse_move,2026-04-11 16:21:50.342285
mouse_move,2026-04-11 16:21:50.348827
mouse_move,2026-04-11 16:21:50.356415
mouse_move,2026-04-11 16:21:50.363360
mouse_move,2026-04-11 16:21:50.370444
mouse_move,2026-04-11 16:21:50.377054
mouse_move,2026-04-11 16:21:50.384860
mouse_move,2026-04-11 16:21:50.391128
mouse_move,2026-04-11 16:21:50.398744
mouse_move,2026-04-11 16:21:50.405061
mouse_move,2026-04-11 16:21:50.412545
mouse_move,2026-04-11 16:21:50.419183
mouse_move,2026-04-11 16:21:50.426249
mouse_move,2026-04-11 16:21:50.433518
mouse_move,2026-04-11 16:21:50.440984
mouse_move,2026-04-11 16:21:50.447493
mouse_move,2026-04-11 16:21:50.454788
mouse_move,2026-04-11 16:21:50.461731
mouse_move,2026-04-11 16:21:50.469024
mouse_move,2026-04-11 16:21:50.475331
mouse_move,2026-04-11 16:21:50.482328
mouse_move,2026-04-11 16:21:50.489145
mouse_move,2026-04-11 16:21:50.497175
mouse_move,2026-04-11 16:21:50.503817
mouse_move,2026-04-11 16:21:50.510812
mouse_move,2026-04-11 16:21:50.517622
mouse_move,2026-04-11 16:21:50.524695
mouse_move,2026-04-11 16:21:50.531606
mouse_move,2026-04-11 16:21:50.538830
mouse_move,2026-04-11 16:21:50.545564
mouse_move,2026-04-11 16:21:50.552496
mouse_move,2026-04-11 16:21:50.559322
mouse_move,2026-04-11 16:21:50.567192
mouse_move,2026-04-11 16:21:50.573537
mouse_move,2026-04-11 16:21:50.580912
mouse_move,2026-04-11 16:21:50.587798
mouse_move,2026-04-11 16:21:50.594983
mouse_move,2026-04-11 16:21:50.601937
mouse_move,2026-04-11 16:21:50.608964
mouse_move,2026-04-11 16:21:50.629861
mouse_move,2026-04-11 16:21:50.665851
mouse_move,2026-04-11 16:21:50.700768
mouse_move,2026-04-11 16:21:50.707596
mouse_move,2026-04-11 16:21:50.714355
mouse_move,2026-04-11 16:21:50.721784
mouse_move,2026-04-11 16:21:50.728193
mouse_move,2026-04-11 16:21:50.735439
mouse_move,2026-04-11 16:21:50.742014
mouse_move,2026-04-11 16:21:50.749737
mouse_move,2026-04-11 16:21:50.756399
mouse_move,2026-04-11 16:21:50.764069
mouse_move,2026-04-11 16:21:50.770546
mouse_move,2026-04-11 16:21:50.777759
mouse_move,2026-04-11 16:21:50.784521
mouse_move,2026-04-11 16:21:50.791937
mouse_move,2026-04-11 16:21:50.798635
mouse_move,2026-04-11 16:21:50.806337
mouse_move,2026-04-11 16:21:50.813183
mouse_move,2026-04-11 16:21:50.820360
mouse_move,2026-04-11 16:21:50.826456
mouse_move,2026-04-11 16:21:50.834354
mouse_move,2026-04-11 16:21:50.841115
mouse_move,2026-04-11 16:21:50.847831
mouse_move,2026-04-11 16:21:50.855004
mouse_move,2026-04-11 16:21:50.861937
mouse_move,2026-04-11 16:21:50.868722
mouse_move,2026-04-11 16:21:50.882591
mouse_move,2026-04-11 16:21:50.890464
mouse_move,2026-04-11 16:21:50.910930
mouse_move,2026-04-11 16:21:50.925181
mouse_move,2026-04-11 16:21:50.939149
mouse_move,2026-04-11 16:21:50.946096
mouse_move,2026-04-11 16:21:50.952936
mouse_move,2026-04-11 16:21:50.959717
mouse_move,2026-04-11 16:21:50.967103
mouse_move,2026-04-11 16:21:50.974436
mouse_move,2026-04-11 16:21:50.981250
mouse_move,2026-04-11 16:21:50.988422
mouse_move,2026-04-11 16:21:50.994807
mouse_move,2026-04-11 16:21:51.002648
mouse_move,2026-04-11 16:21:51.008757
mouse_move,2026-04-11 16:21:51.016527
mouse_move,2026-04-11 16:21:51.023463
mouse_move,2026-04-11 16:21:51.030645
mouse_move,2026-04-11 16:21:51.037394
mouse_move,2026-04-11 16:21:51.044102
mouse_move,2026-04-11 16:21:51.051399
mouse_move,2026-04-11 16:21:51.058438
mouse_move,2026-04-11 16:21:51.065502
mouse_move,2026-04-11 16:21:51.072892
mouse_move,2026-04-11 16:21:51.079701
mouse_move,2026-04-11 16:21:51.086922
mouse_move,2026-04-11 16:21:51.093227
mouse_move,2026-04-11 16:21:51.100641
mouse_move,2026-04-11 16:21:51.107092
mouse_move,2026-04-11 16:21:51.114714
mouse_move,2026-04-11 16:21:51.121470
mouse_move,2026-04-11 16:21:51.128889
mouse_move,2026-04-11 16:21:51.135530
mouse_move,2026-04-11 16:21:51.142480
mouse_move,2026-04-11 16:21:51.149542
mouse_move,2026-04-11 16:21:51.156949
mouse_move,2026-04-11 16:21:51.163643
mouse_move,2026-04-11 16:21:51.171157
mouse_move,2026-04-11 16:21:51.177750
mouse_move,2026-04-11 16:21:51.184949
mouse_move,2026-04-11 16:21:51.191864
mouse_move,2026-04-11 16:21:51.199026
mouse_move,2026-04-11 16:21:51.206090
mouse_move,2026-04-11 16:21:51.213191
mouse_move,2026-04-11 16:21:51.220240
mouse_move,2026-04-11 16:21:51.234074
mouse_move,2026-04-11 16:21:51.241295
mouse_move,2026-04-11 16:21:51.275867
mouse_move,2026-04-11 16:21:51.283882
mouse_move,2026-04-11 16:21:51.289933
mouse_move,2026-04-11 16:21:51.297754
mouse_move,2026-04-11 16:21:51.303916
mouse_move,2026-04-11 16:21:51.311269
mouse_move,2026-04-11 16:21:51.318095
mouse_move,2026-04-11 16:21:51.325504
mouse_move,2026-04-11 16:21:51.332301
mouse_move,2026-04-11 16:21:51.339669
mouse_move,2026-04-11 16:21:51.346100
mouse_move,2026-04-11 16:21:51.353689
mouse_move,2026-04-11 16:21:51.359809
mouse_move,2026-04-11 16:21:51.367900
mouse_move,2026-04-11 16:21:51.374438
mouse_move,2026-04-11 16:21:51.381389
mouse_move,2026-04-11 16:21:51.395936
mouse_move,2026-04-11 16:21:51.402796
mouse_move,2026-04-11 16:21:51.409656
mouse_move,2026-04-11 16:21:51.416431
mouse_move,2026-04-11 16:21:51.424122
mouse_move,2026-04-11 16:21:51.430670
mouse_move,2026-04-11 16:21:51.437920
mouse_move,2026-04-11 16:21:51.444244
mouse_move,2026-04-11 16:21:51.452244
mouse_move,2026-04-11 16:21:51.458801
mouse_move,2026-04-11 16:21:51.466144
mouse_move,2026-04-11 16:21:51.472698
mouse_move,2026-04-11 16:21:51.480055
mouse_move,2026-04-11 16:21:51.487027
mouse_move,2026-04-11 16:21:51.494011
mouse_move,2026-04-11 16:21:51.500428
mouse_move,2026-04-11 16:21:51.508193
mouse_move,2026-04-11 16:21:51.514878
mouse_move,2026-04-11 16:21:51.521739
mouse_move,2026-04-11 16:21:51.564506
mouse_move,2026-04-11 16:21:51.570923
mouse_move,2026-04-11 16:21:51.578262
mouse_move,2026-04-11 16:21:51.585251
mouse_move,2026-04-11 16:21:51.592028
mouse_move,2026-04-11 16:21:51.599553
mouse_move,2026-04-11 16:21:51.606876
mouse_move,2026-04-11 16:21:51.613396
mouse_move,2026-04-11 16:21:51.620640
mouse_move,2026-04-11 16:21:51.627475
mouse_move,2026-04-11 16:21:51.634536
mouse_move,2026-04-11 16:21:51.641329
mouse_move,2026-04-11 16:21:51.648696
mouse_move,2026-04-11 16:21:51.655674
mouse_move,2026-04-11 16:21:51.662922
mouse_move,2026-04-11 16:21:51.669603
mouse_move,2026-04-11 16:21:51.676709
mouse_move,2026-04-11 16:21:51.683625
mouse_move,2026-04-11 16:21:51.691096
mouse_move,2026-04-11 16:21:51.697997
mouse_move,2026-04-11 16:21:51.705093
mouse_move,2026-04-11 16:21:51.711710
mouse_move,2026-04-11 16:21:51.719085
mouse_move,2026-04-11 16:21:51.725471
mouse_move,2026-04-11 16:21:51.733092
mouse_move,2026-04-11 16:21:51.739838
mouse_move,2026-04-11 16:21:51.747171
mouse_move,2026-04-11 16:21:51.754010
mouse_move,2026-04-11 16:21:51.761187
mouse_move,2026-04-11 16:21:51.767658
mouse_move,2026-04-11 16:21:51.775504
mouse_move,2026-04-11 16:21:51.781847
mouse_move,2026-04-11 16:21:51.789223
mouse_move,2026-04-11 16:21:51.795772
mouse_move,2026-04-11 16:21:51.803623
mouse_move,2026-04-11 16:21:51.810157
mouse_move,2026-04-11 16:21:51.817707
mouse_move,2026-04-11 16:21:51.824378
mouse_move,2026-04-11 16:21:51.831476
mouse_move,2026-04-11 16:21:51.838195
mouse_move,2026-04-11 16:21:51.845654
mouse_move,2026-04-11 16:21:51.851936
mouse_move,2026-04-11 16:21:51.859166
mouse_move,2026-04-11 16:21:51.866228
mouse_move,2026-04-11 16:21:51.873826
mouse_move,2026-04-11 16:21:51.880651
mouse_move,2026-04-11 16:21:51.887991
mouse_move,2026-04-11 16:21:51.894444
mouse_move,2026-04-11 16:21:51.901726
mouse_move,2026-04-11 16:21:51.908219
mouse_move,2026-04-11 16:21:51.915788
mouse_move,2026-04-11 16:21:51.922261
mouse_move,2026-04-11 16:21:51.929893
mouse_move,2026-04-11 16:21:51.936806
mouse_move,2026-04-11 16:21:51.943741
mouse_move,2026-04-11 16:21:51.950562
mouse_move,2026-04-11 16:21:51.957951
mouse_move,2026-04-11 16:21:51.964910
mouse_move,2026-04-11 16:21:51.972241
mouse_move,2026-04-11 16:21:51.978623
mouse_move,2026-04-11 16:21:51.985918
mouse_move,2026-04-11 16:21:51.992101
mouse_move,2026-04-11 16:21:51.999926
mouse_move,2026-04-11 16:21:52.006637
mouse_move,2026-04-11 16:21:52.013651
mouse_move,2026-04-11 16:21:52.020814
mouse_move,2026-04-11 16:21:52.028141
mouse_move,2026-04-11 16:21:52.035185
mouse_move,2026-04-11 16:21:52.042125
mouse_move,2026-04-11 16:21:52.049204
mouse_move,2026-04-11 16:21:52.056035
mouse_move,2026-04-11 16:21:52.062730
mouse_move,2026-04-11 16:21:52.070161
mouse_move,2026-04-11 16:21:52.076768
mouse_move,2026-04-11 16:21:52.084452
mouse_move,2026-04-11 16:21:52.091146
mouse_move,2026-04-11 16:21:52.098577
mouse_move,2026-04-11 16:21:52.105094
mouse_move,2026-04-11 16:21:52.112586
mouse_move,2026-04-11 16:21:52.119253
mouse_move,2026-04-11 16:21:52.126371
mouse_move,2026-04-11 16:21:52.133477
mouse_move,2026-04-11 16:21:52.140591
mouse_move,2026-04-11 16:21:52.147364
mouse_move,2026-04-11 16:21:52.154630
mouse_move,2026-04-11 16:21:52.161107
mouse_move,2026-04-11 16:21:52.168650
mouse_move,2026-04-11 16:21:52.175246
mouse_move,2026-04-11 16:21:52.182618
mouse_move,2026-04-11 16:21:52.189348
mouse_move,2026-04-11 16:21:52.196353
mouse_move,2026-04-11 16:21:52.203884
mouse_move,2026-04-11 16:21:52.210976
mouse_move,2026-04-11 16:21:52.217539
mouse_move,2026-04-11 16:21:52.224759
mouse_move,2026-04-11 16:21:52.231664
mouse_move,2026-04-11 16:21:52.238788
mouse_move,2026-04-11 16:21:52.245259
mouse_move,2026-04-11 16:21:52.252938
mouse_move,2026-04-11 16:21:52.259091
mouse_move,2026-04-11 16:21:52.266783
mouse_move,2026-04-11 16:21:52.273485
mouse_move,2026-04-11 16:21:52.280854
mouse_move,2026-04-11 16:21:52.287541
mouse_move,2026-04-11 16:21:52.294633
mouse_move,2026-04-11 16:21:52.301637
mouse_move,2026-04-11 16:21:52.308746
mouse_move,2026-04-11 16:21:52.315941
mouse_move,2026-04-11 16:21:52.322712
mouse_move,2026-04-11 16:21:52.329642
mouse_move,2026-04-11 16:21:52.336864
mouse_move,2026-04-11 16:21:52.343289
mouse_move,2026-04-11 16:21:52.351136
mouse_move,2026-04-11 16:21:52.357830
mouse_move,2026-04-11 16:21:52.365052
mouse_move,2026-04-11 16:21:52.369899
mouse_move,2026-04-11 16:21:54.220817
mouse_move,2026-04-11 16:21:54.226668
mouse_move,2026-04-11 16:21:54.234102
mouse_move,2026-04-11 16:21:54.240942
mouse_move,2026-04-11 16:21:54.248520
mouse_move,2026-04-11 16:21:54.255573
mouse_move,2026-04-11 16:21:54.262536
mouse_move,2026-04-11 16:21:54.269051
mouse_move,2026-04-11 16:21:54.275832
mouse_move,2026-04-11 16:21:54.282761
mouse_move,2026-04-11 16:21:54.290115
mouse_move,2026-04-11 16:21:54.297341
mouse_move,2026-04-11 16:21:54.304613
mouse_move,2026-04-11 16:21:54.311328
mouse_move,2026-04-11 16:21:54.318752
mouse_move,2026-04-11 16:21:54.325298
mouse_move,2026-04-11 16:21:54.332614
mouse_move,2026-04-11 16:21:54.339566
mouse_move,2026-04-11 16:21:54.346515
mouse_move,2026-04-11 16:21:54.353509
mouse_move,2026-04-11 16:21:54.360294
mouse_move,2026-04-11 16:21:54.367500
mouse_move,2026-04-11 16:21:54.374948
mouse_move,2026-04-11 16:21:54.381440
mouse_move,2026-04-11 16:21:54.389030
mouse_move,2026-04-11 16:21:54.395860
mouse_move,2026-04-11 16:21:54.402853
mouse_move,2026-04-11 16:21:54.409302
mouse_move,2026-04-11 16:21:54.417059
mouse_move,2026-04-11 16:21:54.423677
mouse_move,2026-04-11 16:21:54.431215
mouse_move,2026-04-11 16:21:54.437824
mouse_move,2026-04-11 16:21:54.444740
mouse_move,2026-04-11 16:21:54.451553
mouse_move,2026-04-11 16:21:54.458655
mouse_move,2026-04-11 16:21:54.465656
mouse_move,2026-04-11 16:21:54.473204
mouse_move,2026-04-11 16:21:54.521759
mouse_move,2026-04-11 16:21:54.543134
mouse_move,2026-04-11 16:21:54.556956
mouse_move,2026-04-11 16:21:54.561935
mouse_move,2026-04-11 16:21:54.901946
mouse_move,2026-04-11 16:21:54.908819
mouse_move,2026-04-11 16:21:54.914722
mouse_move,2026-04-11 16:21:54.922926
mouse_move,2026-04-11 16:21:54.929424
mouse_move,2026-04-11 16:21:54.937016
mouse_move,2026-04-11 16:21:54.943487
mouse_move,2026-04-11 16:21:54.950803
mouse_move,2026-04-11 16:21:54.957631
mouse_move,2026-04-11 16:21:54.965382
mouse_move,2026-04-11 16:21:54.971867
mouse_move,2026-04-11 16:21:54.978656
mouse_move,2026-04-11 16:21:54.985536
mouse_move,2026-04-11 16:21:54.992715
mouse_move,2026-04-11 16:21:54.999855
mouse_move,2026-04-11 16:21:55.007256
mouse_move,2026-04-11 16:21:55.013851
mouse_move,2026-04-11 16:21:55.021002
mouse_move,2026-04-11 16:21:55.027879
mouse_move,2026-04-11 16:21:55.035139
mouse_move,2026-04-11 16:21:55.041854
mouse_move,2026-04-11 16:21:55.049266
mouse_move,2026-04-11 16:21:55.056029
mouse_move,2026-04-11 16:21:55.063186
mouse_move,2026-04-11 16:21:55.070279
mouse_move,2026-04-11 16:21:55.077268
mouse_move,2026-04-11 16:21:55.083785
mouse_move,2026-04-11 16:21:55.091190
mouse_move,2026-04-11 16:21:55.097749
mouse_move,2026-04-11 16:21:55.105475
mouse_move,2026-04-11 16:21:55.112001
mouse_move,2026-04-11 16:21:55.119527
mouse_move,2026-04-11 16:21:55.125939
mouse_move,2026-04-11 16:21:55.133919
mouse_move,2026-04-11 16:21:55.140200
mouse_move,2026-04-11 16:21:55.147718
mouse_move,2026-04-11 16:21:55.154187
mouse_move,2026-04-11 16:21:55.161336
mouse_move,2026-04-11 16:21:55.168140
mouse_move,2026-04-11 16:21:55.175194
mouse_move,2026-04-11 16:21:55.182368
mouse_move,2026-04-11 16:21:55.189318
mouse_move,2026-04-11 16:21:55.196188
mouse_move,2026-04-11 16:21:55.203201
mouse_move,2026-04-11 16:21:55.209602
mouse_move,2026-04-11 16:21:55.217639
mouse_move,2026-04-11 16:21:55.223995
mouse_move,2026-04-11 16:21:55.231148
mouse_move,2026-04-11 16:21:55.236179
mouse_move,2026-04-11 16:21:56.762980
mouse_move,2026-04-11 16:21:56.769810
mouse_move,2026-04-11 16:21:56.776591
mouse_move,2026-04-11 16:21:56.784138
mouse_move,2026-04-11 16:21:56.791350
mouse_move,2026-04-11 16:21:56.798142
mouse_move,2026-04-11 16:21:56.805343
mouse_move,2026-04-11 16:21:56.811157
mouse_move,2026-04-11 16:21:56.818652
mouse_move,2026-04-11 16:21:56.825543
mouse_move,2026-04-11 16:21:56.833278
mouse_move,2026-04-11 16:21:56.839795
mouse_move,2026-04-11 16:21:56.847292
mouse_move,2026-04-11 16:21:56.851889
mouse_move,2026-04-11 16:21:57.915353
mouse_move,2026-04-11 16:21:57.922062
mouse_move,2026-04-11 16:21:57.929022
mouse_move,2026-04-11 16:21:57.936041
mouse_move,2026-04-11 16:21:57.942834
mouse_move,2026-04-11 16:21:57.950146
mouse_move,2026-04-11 16:21:57.957383
mouse_move,2026-04-11 16:21:57.963878
mouse_move,2026-04-11 16:21:57.971389
mouse_move,2026-04-11 16:21:57.977521
mouse_move,2026-04-11 16:21:57.985454
mouse_move,2026-04-11 16:21:57.991850
mouse_move,2026-04-11 16:21:57.999548
mouse_move,2026-04-11 16:21:58.006068
mouse_move,2026-04-11 16:21:58.012993
mouse_move,2026-04-11 16:21:58.020477
mouse_move,2026-04-11 16:21:58.027761
mouse_move,2026-04-11 16:21:58.034390
mouse_move,2026-04-11 16:21:58.041461
mouse_move,2026-04-11 16:21:58.048284
mouse_move,2026-04-11 16:21:58.055644
mouse_move,2026-04-11 16:21:58.062354
mouse_move,2026-04-11 16:21:58.069597
mouse_move,2026-04-11 16:21:58.076022
mouse_move,2026-04-11 16:21:58.083593
mouse_move,2026-04-11 16:21:58.090515
mouse_move,2026-04-11 16:21:58.097649
mouse_move,2026-04-11 16:21:58.104590
mouse_move,2026-04-11 16:21:58.111586
mouse_move,2026-04-11 16:21:58.118373
mouse_move,2026-04-11 16:21:58.125809
mouse_move,2026-04-11 16:21:58.132135
mouse_move,2026-04-11 16:21:58.139977
mouse_move,2026-04-11 16:21:58.146668
mouse_move,2026-04-11 16:21:58.153931
mouse_move,2026-04-11 16:21:58.160225
mouse_move,2026-04-11 16:21:58.168126
mouse_move,2026-04-11 16:21:58.174607
mouse_move,2026-04-11 16:21:58.182244
mouse_move,2026-04-11 16:21:58.188844
mouse_move,2026-04-11 16:21:58.196115
mouse_move,2026-04-11 16:21:58.202572
mouse_move,2026-04-11 16:21:58.210013
mouse_move,2026-04-11 16:21:58.216555
mouse_move,2026-04-11 16:21:58.237998
mouse_move,2026-04-11 16:21:58.244922
mouse_move,2026-04-11 16:21:58.252404
mouse_move,2026-04-11 16:21:58.258274
mouse_move,2026-04-11 16:21:58.266507
mouse_move,2026-04-11 16:21:58.272968
